id,id_externo,nombre,titulo,descripcion,producto_tipo_raw,fecha_alta,estado_raw,raw_json,inserted_at,motivo
1,216.0,Cuaderno del Alumno Monitor de comedor escolar y tiempo libre. Formación para el Empleo,,,1.0,2010-10-05,2.0,"{'ID': 216.0, 'MODULO': None, 'NOMBRE': 'Cuaderno del Alumno Monitor de comedor escolar y tiempo libre. Formación para el Empleo', 'TITULO': None, 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '10/05/2010', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.48.308901 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '06-JUL-21 09.56.08.079054 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': None, 'HORASFORMACION': None, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': None, 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': None, 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': 6.0, 'CODIGOMODULOUNIDAD': None, 'IDCATEGORIAGENERICA': 1.0}",2025-11-11T10:06:33.540813,Sin referencia
2,39489.0,Manual. Logística sanitaria en situaciones de atención a múltiples víctimas y catástrofes  (MF0360_2). Certificados de profesionalidad. Atención sanitaria a múltiples víctimas y catástrofes (SANT0108),Logística sanitaria en situaciones de atención a múltiples víctimas y catástrofes  (MF0360_2),,1.0,2013-02-20,2.0,"{'ID': 39489.0, 'MODULO': 'MF0360_2', 'NOMBRE': 'Manual. Logística sanitaria en situaciones de atención a múltiples víctimas y catástrofes  (MF0360_2). Certificados de profesionalidad. Atención sanitaria a múltiples víctimas y catástrofes (SANT0108)', 'TITULO': 'Logística sanitaria en situaciones de atención a múltiples víctimas y catástrofes  (MF0360_2)', 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '02/20/2013', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.47.675416 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '19-MAR-24 09.02.19.276282 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': 'Manual. Logística sanitaria en situaciones de atención a múltiples víctimas y catástrofes (MF0360_2)', 'HORASFORMACION': 100.0, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': 'SANT0108', 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': None, 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': 5.0, 'CODIGOMODULOUNIDAD': 'MF0360_2', 'IDCATEGORIAGENERICA': 2.0}",2025-11-11T10:06:33.540813,Sin referencia
3,43110.0,"Manual. Gestión de recursos laborales, formativos y análisis de puestos de trabajo para la inserción sociolaboral de personas con Discapacidad (MF1034_3). Certificados de profesionalidad. Inserción laboral de personas con discapacidad (SSCG0109)","Gestión de recursos laborales, formativos y análisis de puestos de trabajo para la inserción sociolaboral de personas con Discapacidad (MF1034_3)",,1.0,2015-01-09,2.0,"{'ID': 43110.0, 'MODULO': 'MF1034_3', 'NOMBRE': 'Manual. Gestión de recursos laborales, formativos y análisis de puestos de trabajo para la inserción sociolaboral de personas con Discapacidad (MF1034_3). Certificados de profesionalidad. Inserción laboral de personas con discapacidad (SSCG0109)', 'TITULO': 'Gestión de recursos laborales, formativos y análisis de puestos de trabajo para la inserción sociolaboral de personas con Discapacidad (MF1034_3)', 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '01/09/2015', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.50.786848 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '19-MAR-24 09.02.19.213672 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': 'Manual. Gestión de recursos laborales, formativos y análisis de puestos de trabajo para la inserción sociolaboral de personas con Discapacidad (MF1034_3)', 'HORASFORMACION': 90.0, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': 'SSCG0109', 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': None, 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': 5.0, 'CODIGOMODULOUNIDAD': 'MF1034_3', 'IDCATEGORIAGENERICA': 2.0}",2025-11-11T10:06:33.540813,Sin referencia
4,45016.0,Manual. Desarrollo de habilidades personales y sociales de las personas con discapacidad (UF0799). Certificados de profesionalidad. Inserción Laboral de Personas con Discapacidad (SSCG0109),Desarrollo de habilidades personales y sociales de las personas con discapacidad (UF0799),,1.0,2014-11-28,2.0,"{'ID': 45016.0, 'MODULO': 'MF1035_3', 'NOMBRE': 'Manual. Desarrollo de habilidades personales y sociales de las personas con discapacidad (UF0799). Certificados de profesionalidad. Inserción Laboral de Personas con Discapacidad (SSCG0109)', 'TITULO': 'Desarrollo de habilidades personales y sociales de las personas con discapacidad (UF0799)', 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '11/28/2014', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.50.697354 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '19-MAR-24 09.02.19.200419 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': 'Manual. Desarrollo de habilidades personales y sociales de las personas con discapacidad (UF0799)', 'HORASFORMACION': 60.0, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': 'SSCG0109', 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': 'UF0799', 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': 5.0, 'CODIGOMODULOUNIDAD': 'UF0799', 'IDCATEGORIAGENERICA': 2.0}",2025-11-11T10:06:33.540813,Sin referencia
5,45099.0,Manual. Optimización de la cadena logística (Transversal: MF1005_3). Certificados de profesionalidad,Optimización de la cadena logística (MF1005_3),,1.0,2014-10-31,2.0,"{'ID': 45099.0, 'MODULO': 'MF1005_3', 'NOMBRE': 'Manual. Optimización de la cadena logística (Transversal: MF1005_3). Certificados de profesionalidad', 'TITULO': 'Optimización de la cadena logística (MF1005_3)', 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '10/31/2014', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.50.737114 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '19-MAR-24 09.02.19.229092 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': 'Manual. Optimización de la cadena logística (Transversal: MF1005_3)', 'HORASFORMACION': 90.0, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': 'Transversal', 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': None, 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': 5.0, 'CODIGOMODULOUNIDAD': 'MF1005_3', 'IDCATEGORIAGENERICA': 2.0}",2025-11-11T10:06:33.540813,Sin referencia
6,45604.0,Manual. Promociones en espacios comerciales (Transversal: MF0503_3). Certificados de profesionalidad,Promociones en espacios comerciales (MF0503_3),,1.0,2015-03-13,2.0,"{'ID': 45604.0, 'MODULO': 'MF0503_3', 'NOMBRE': 'Manual. Promociones en espacios comerciales (Transversal: MF0503_3). Certificados de profesionalidad', 'TITULO': 'Promociones en espacios comerciales (MF0503_3)', 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '03/13/2015', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.52.867160 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '19-MAR-24 09.02.19.259315 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': 'Manual. Promociones en espacios comerciales (Transversal: MF0503_3)', 'HORASFORMACION': 70.0, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': 'Transversal', 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': None, 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': 5.0, 'CODIGOMODULOUNIDAD': 'MF0503_3', 'IDCATEGORIAGENERICA': 2.0}",2025-11-11T10:06:33.540813,Sin referencia
7,45610.0,Manual. Habilidades de comunicación y promoción de conductas adaptadas de la persona con discapacidad (UF0800). Certificados de profesionalidad. Inserción laboral de personas con discapacidad (SSCG0109),Habilidades de comunicación y promoción de conductas adaptadas de la persona con discapacidad (UF0800),,1.0,2014-12-24,2.0,"{'ID': 45610.0, 'MODULO': 'MF1035_3', 'NOMBRE': 'Manual. Habilidades de comunicación y promoción de conductas adaptadas de la persona con discapacidad (UF0800). Certificados de profesionalidad. Inserción laboral de personas con discapacidad (SSCG0109)', 'TITULO': 'Habilidades de comunicación y promoción de conductas adaptadas de la persona con discapacidad (UF0800)', 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '12/24/2014', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.52.868081 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '19-MAR-24 09.02.19.215256 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': 'Manual. Habilidades de comunicación y promoción de conductas adaptadas de la persona con discapacidad (UF0800)', 'HORASFORMACION': 40.0, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': 'SSCG0109', 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': 'UF0800', 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': 5.0, 'CODIGOMODULOUNIDAD': 'UF0800', 'IDCATEGORIAGENERICA': 2.0}",2025-11-11T10:06:33.540813,Sin referencia
8,45656.0,Técnicas administrativas básicas de oficina. Manual teórico,,,1.0,2015-01-28,2.0,"{'ID': 45656.0, 'MODULO': None, 'NOMBRE': 'Técnicas administrativas básicas de oficina. Manual teórico', 'TITULO': None, 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '01/28/2015', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.52.906759 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '06-JUL-21 09.56.08.505940 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': None, 'HORASFORMACION': None, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': None, 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': None, 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': None, 'CODIGOMODULOUNIDAD': None, 'IDCATEGORIAGENERICA': 1.0}",2025-11-11T10:06:33.540813,Sin referencia
9,46101.0,Manual. Entrenamiento de habilidades laborales (UF0801). Certificados de profesionalidad. Inserción Laboral de Personas con Discapacidad (SSCG0109),Entrenamiento de habilidades laborales (UF0801),,1.0,2014-12-30,2.0,"{'ID': 46101.0, 'MODULO': 'MF1035_3', 'NOMBRE': 'Manual. Entrenamiento de habilidades laborales (UF0801). Certificados de profesionalidad. Inserción Laboral de Personas con Discapacidad (SSCG0109)', 'TITULO': 'Entrenamiento de habilidades laborales (UF0801)', 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '12/30/2014', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.52.561311 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '19-MAR-24 09.02.19.194850 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': 'Manual. Entrenamiento de habilidades laborales (UF0801)', 'HORASFORMACION': 30.0, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': 'SSCG0109', 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': 'UF0801', 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': 5.0, 'CODIGOMODULOUNIDAD': 'UF0801', 'IDCATEGORIAGENERICA': 2.0}",2025-11-11T10:06:33.540813,Sin referencia
10,47303.0,Manual. Seguimiento del proceso de inserción sociolaboral de personas con discapacidad (MF1037_3). Certificados de profesionalidad. Inserción laboral de personas con discapacidad (SSCG0109),Seguimiento del proceso de inserción sociolaboral de personas con discapacidad (MF1037_3),,1.0,2015-02-19,2.0,"{'ID': 47303.0, 'MODULO': 'MF1037_3', 'NOMBRE': 'Manual. Seguimiento del proceso de inserción sociolaboral de personas con discapacidad (MF1037_3). Certificados de profesionalidad. Inserción laboral de personas con discapacidad (SSCG0109)', 'TITULO': 'Seguimiento del proceso de inserción sociolaboral de personas con discapacidad (MF1037_3)', 'CHIVATO': None, 'IDCUERPO': None, 'IDORGANO': None, 'FECHAALTA': '02/19/2015', 'FECHABAJA': None, 'CREATED_BY': 'CLOUDIA', 'CREATED_ON': '01-MAY-16 10.47.52.652386 AM', 'DIFICULTAD': None, 'FASCICULOS': 0.0, 'MOTIVOBAJA': None, 'UPDATED_BY': 'CLOUDIA', 'UPDATED_ON': '19-MAR-24 09.02.19.224382 AM', 'DESCRIPCION': None, 'EXTRAINFOWEB': None, 'FECHA_PUBLIC': None, 'ABREVIATURAWEB': 'Manual. Seguimiento del proceso de inserción sociolaboral de personas con discapacidad (MF1037_3)', 'HORASFORMACION': 40.0, 'IDPRODUCTOTIPO': 1.0, 'MOTIVOASOCIADO': None, 'CODIGOCERTESPEC': 'SSCG0109', 'IDPRODUCTOPADRE': None, 'UNIDADFORMATIVA': None, 'IDCATEGORIAPADRE': None, 'IDPRODUCTOESTADO': 2.0, 'CODIGOSNECESARIOS': None, 'IDPRODUCTOSUBTIPO': 5.0, 'CODIGOMODULOUNIDAD': 'MF1037_3', 'IDCATEGORIAGENERICA': 2.0}",2025-11-11T10:06:33.540813,Sin referencia
